issue_id,issue_type,status,priority,assignee_id,assignee_name,assignee_email,created_at,resolved_at,resolution_hours,sla_expected_hours,is_sla_met
JIRA-0204,Task,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-10-16 12:46:14+00:00,2025-10-17 13:46:14+00:00,25.0,72,True
JIRA-0205,Story,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-09-12 18:28:48+00:00,2025-09-13 17:28:48+00:00,6.0,24,True
JIRA-0206,Story,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-12-27 14:34:26+00:00,2025-12-28 16:34:26+00:00,0.0,24,True
JIRA-0209,Task,Done,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-11-22 13:05:20+00:00,2025-11-26 04:05:20+00:00,52.0,72,True
JIRA-0212,Story,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-10-09 16:57:28+00:00,2025-10-10 16:57:28+00:00,24.0,72,True
JIRA-0213,Bug,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-11-06 05:51:39+00:00,2025-11-10 03:51:39+00:00,46.0,120,True
JIRA-0215,Bug,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-07-09 04:27:11+00:00,2025-07-09 12:27:11+00:00,0.0,24,True
JIRA-0216,Bug,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-06-10 21:41:35+00:00,2025-06-11 19:41:35+00:00,22.0,24,True
JIRA-0217,Bug,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-01-03 04:51:30+00:00,2025-01-05 03:51:30+00:00,20.0,72,True
JIRA-0218,Bug,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-05-16 12:51:43+00:00,2025-05-18 16:51:43+00:00,12.0,120,True
JIRA-0219,Bug,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-07-04 19:21:59+00:00,2025-07-05 17:21:59+00:00,5.0,24,True
JIRA-0220,Story,Done,High,u004,Francinne,francinne@fasttrack.com,2025-04-09 10:57:01+00:00,2025-04-10 13:57:01+00:00,27.0,24,False
JIRA-0221,Story,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2026-01-05 21:52:05+00:00,2026-01-06 15:52:05+00:00,18.0,24,True
JIRA-0223,Bug,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-08-23 06:47:48+00:00,2025-08-24 00:47:48+00:00,0.0,24,True
JIRA-0224,Story,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-11-28 02:18:58+00:00,2025-11-29 03:18:58+00:00,22.0,72,True
JIRA-0227,Story,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-09-10 13:53:45+00:00,2025-09-15 14:53:45+00:00,73.0,120,True
JIRA-0228,Story,Done,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-12-01 03:29:48+00:00,2025-12-02 03:29:48+00:00,24.0,72,True
JIRA-0229,Bug,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-06-17 00:19:13+00:00,2025-06-22 14:19:13+00:00,72.0,120,True
JIRA-0230,Story,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-12-19 05:49:56+00:00,2025-12-21 20:49:56+00:00,19.0,72,True
JIRA-0231,Task,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-08-31 17:51:41+00:00,2025-09-01 18:51:41+00:00,18.0,24,True
JIRA-0232,Bug,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2026-01-04 08:59:39+00:00,2026-01-04 14:59:39+00:00,0.0,24,True
JIRA-0233,Story,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-10-17 10:38:27+00:00,2025-10-18 15:38:27+00:00,14.0,24,True
JIRA-0234,Task,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-09-14 01:02:47+00:00,2025-09-15 02:02:47+00:00,2.0,24,True
JIRA-0235,Story,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-11-25 12:06:51+00:00,2025-11-26 06:06:51+00:00,18.0,72,True
JIRA-0236,Story,Done,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2026-01-30 02:51:19+00:00,2026-01-31 17:51:19+00:00,22.0,72,True
JIRA-0237,Task,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-03-26 01:20:12+00:00,2025-03-28 09:20:12+00:00,56.0,72,True
JIRA-0238,Story,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-06-25 15:54:39+00:00,2025-06-26 20:54:39+00:00,29.0,24,False
JIRA-0239,Bug,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-01-21 09:24:24+00:00,2025-01-25 05:24:24+00:00,87.0,120,True
JIRA-0240,Bug,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-08-28 23:53:31+00:00,2025-08-31 06:53:31+00:00,25.0,72,True
JIRA-0241,Story,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-11-08 07:09:42+00:00,2025-11-08 13:09:42+00:00,0.0,24,True
JIRA-0242,Task,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-03-13 06:29:13+00:00,2025-03-19 21:29:13+00:00,111.0,120,True
JIRA-0243,Story,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-05-03 06:19:17+00:00,2025-05-05 17:19:17+00:00,17.0,72,True
JIRA-0244,Bug,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-03-07 23:42:50+00:00,2025-03-08 17:42:50+00:00,1.0,72,True
JIRA-0246,Bug,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-12-10 08:18:03+00:00,2025-12-15 18:18:03+00:00,82.0,120,True
JIRA-0248,Bug,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2026-01-13 23:29:31+00:00,2026-01-20 13:29:31+00:00,110.0,120,True
JIRA-0249,Task,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-02-12 13:12:35+00:00,2025-02-12 17:12:35+00:00,4.0,24,True
JIRA-0250,Bug,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-07-18 11:13:43+00:00,2025-07-19 00:13:43+00:00,13.0,24,True
JIRA-0251,Task,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-12-01 11:59:28+00:00,2025-12-01 20:59:28+00:00,9.0,24,True
JIRA-0252,Task,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2026-01-24 13:33:57+00:00,2026-01-29 07:33:57+00:00,79.0,120,True
JIRA-0254,Task,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-11-11 02:59:20+00:00,2025-11-14 23:59:20+00:00,93.0,72,False
JIRA-0255,Task,Done,High,u005,Adyna,adyna@fasttrack.com,2025-09-10 06:07:03+00:00,2025-09-10 15:07:03+00:00,9.0,24,True
JIRA-0256,Bug,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-03-10 10:51:36+00:00,2025-03-16 01:51:36+00:00,110.0,120,True
JIRA-0257,Story,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-03-03 02:05:16+00:00,2025-03-05 16:05:16+00:00,16.0,72,True
JIRA-0258,Story,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-05-11 14:13:15+00:00,2025-05-12 11:13:15+00:00,11.0,72,True
JIRA-0259,Task,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-05-31 14:37:37+00:00,2025-06-01 18:37:37+00:00,0.0,24,True
JIRA-0260,Bug,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-04-25 17:08:17+00:00,2025-04-29 05:08:17+00:00,36.0,120,True
JIRA-0262,Bug,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-12-15 16:12:01+00:00,2025-12-20 02:12:01+00:00,104.0,120,True
JIRA-0265,Bug,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-02-14 04:30:26+00:00,2025-02-16 15:30:26+00:00,20.0,72,True
JIRA-0266,Task,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-03-12 03:14:55+00:00,2025-03-18 12:14:55+00:00,105.0,120,True
JIRA-0267,Story,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-02-01 20:43:07+00:00,2025-02-07 15:43:07+00:00,111.0,120,True
JIRA-0268,Bug,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2026-01-05 10:22:03+00:00,2026-01-06 06:22:03+00:00,20.0,24,True
JIRA-0271,Task,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-05-04 07:14:37+00:00,2025-05-09 04:14:37+00:00,100.0,120,True
JIRA-0272,Story,Done,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-09-20 19:37:14+00:00,2025-09-24 11:37:14+00:00,59.0,72,True
JIRA-0273,Story,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-09-14 01:52:52+00:00,2025-09-16 01:52:52+00:00,25.0,120,True
JIRA-0274,Story,Done,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-04-27 19:09:43+00:00,2025-04-30 01:09:43+00:00,49.0,72,True
JIRA-0276,Story,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-04-11 03:49:59+00:00,2025-04-13 00:49:59+00:00,21.0,120,True
JIRA-0277,Bug,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2025-09-13 03:14:48+00:00,2025-09-14 07:14:48+00:00,0.0,72,True
JIRA-0278,Task,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2026-01-30 22:54:44+00:00,2026-02-04 18:54:44+00:00,68.0,120,True
JIRA-0280,Task,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-04-17 20:24:14+00:00,2025-04-18 04:24:14+00:00,4.0,24,True
JIRA-0281,Story,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-01-30 07:39:51+00:00,2025-01-31 08:39:51+00:00,25.0,24,False
JIRA-0282,Story,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-04-30 19:28:47+00:00,2025-05-01 04:28:47+00:00,5.0,24,True
JIRA-0283,Task,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-05-09 13:52:25+00:00,2025-05-15 05:52:25+00:00,88.0,120,True
JIRA-0284,Task,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2025-07-04 11:53:01+00:00,2025-07-07 07:53:01+00:00,20.0,72,True
JIRA-0285,Task,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-07-01 18:07:51+00:00,2025-07-08 10:07:51+00:00,112.0,120,True
JIRA-0286,Task,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2025-05-31 16:43:25+00:00,2025-06-03 03:43:25+00:00,27.0,72,True
JIRA-0287,Task,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2025-10-24 14:37:05+00:00,2025-10-27 18:37:05+00:00,28.0,72,True
JIRA-0288,Story,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-04-18 11:56:08+00:00,2025-04-18 23:56:08+00:00,0.0,24,True
JIRA-0289,Task,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-03-21 16:24:40+00:00,2025-03-24 22:24:40+00:00,30.0,72,True
JIRA-0290,Bug,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-07-31 21:11:54+00:00,2025-08-01 15:11:54+00:00,18.0,24,True
JIRA-0292,Bug,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-11-04 22:26:15+00:00,2025-11-05 18:26:15+00:00,20.0,24,True
JIRA-0293,Task,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-10-19 04:52:43+00:00,2025-10-20 20:52:43+00:00,20.0,72,True
JIRA-0294,Bug,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-09-18 10:15:54+00:00,2025-09-19 15:15:54+00:00,29.0,24,False
JIRA-0295,Story,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2026-01-02 23:11:53+00:00,2026-01-04 01:11:53+00:00,1.0,24,True
JIRA-0296,Task,Done,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-01-05 01:53:21+00:00,2025-01-05 23:53:21+00:00,0.0,72,True
JIRA-0297,Bug,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-11-25 18:02:26+00:00,2025-11-26 01:02:26+00:00,7.0,24,True
JIRA-0299,Story,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-03-28 02:32:27+00:00,2025-04-03 09:32:27+00:00,103.0,120,True
JIRA-0300,Task,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-07-07 22:03:13+00:00,2025-07-09 00:03:13+00:00,26.0,24,False
JIRA-0303,Story,Resolved,High,u005,Adyna,adyna@fasttrack.com,2026-01-30 01:16:25+00:00,2026-01-31 06:16:25+00:00,23.0,24,True
JIRA-0304,Task,Done,High,u004,Francinne,francinne@fasttrack.com,2026-01-01 03:57:11+00:00,2026-01-01 08:57:11+00:00,0.0,24,True
JIRA-0305,Bug,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-10-05 08:42:44+00:00,2025-10-06 04:42:44+00:00,4.0,72,True
JIRA-0306,Bug,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-03-22 12:26:04+00:00,2025-03-27 01:26:04+00:00,73.0,120,True
JIRA-0307,Story,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-05-16 23:53:52+00:00,2025-05-19 22:53:52+00:00,23.0,72,True
JIRA-0308,Bug,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-02-19 00:16:45+00:00,2025-02-20 02:16:45+00:00,26.0,24,False
JIRA-0309,Task,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-06-04 22:23:13+00:00,2025-06-05 15:23:13+00:00,17.0,72,True
JIRA-0310,Story,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2026-01-03 16:48:40+00:00,2026-01-07 08:48:40+00:00,56.0,120,True
JIRA-0311,Task,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-02-07 03:07:54+00:00,2025-02-08 03:07:54+00:00,21.0,24,True
JIRA-0312,Task,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-12-06 09:21:50+00:00,2025-12-07 01:21:50+00:00,0.0,24,True
JIRA-0313,Story,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2026-01-21 09:53:54+00:00,2026-01-24 12:53:54+00:00,63.0,72,True
JIRA-0314,Story,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-11-26 17:14:50+00:00,2025-11-27 15:14:50+00:00,22.0,72,True
JIRA-0315,Task,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-09-07 11:48:54+00:00,2025-09-07 18:48:54+00:00,0.0,24,True
JIRA-0316,Story,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-12-13 08:28:20+00:00,2025-12-18 21:28:20+00:00,93.0,120,True
JIRA-0317,Task,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-02-02 21:33:26+00:00,2025-02-05 06:33:26+00:00,54.0,72,True
JIRA-0318,Task,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-02-14 13:13:54+00:00,2025-02-15 10:13:54+00:00,11.0,72,True
JIRA-0319,Story,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-05-05 06:22:07+00:00,2025-05-06 13:22:07+00:00,31.0,120,True
JIRA-0320,Bug,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-01-28 00:41:59+00:00,2025-01-30 08:41:59+00:00,56.0,120,True
JIRA-0321,Bug,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-10-25 08:55:23+00:00,2025-10-26 16:55:23+00:00,0.0,120,True
JIRA-0322,Bug,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-10-16 03:16:46+00:00,2025-10-21 02:16:46+00:00,71.0,120,True
JIRA-0324,Task,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-03-30 02:50:07+00:00,2025-03-31 08:50:07+00:00,8.0,120,True
JIRA-0325,Story,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-04-02 11:13:26+00:00,2025-04-06 06:13:26+00:00,61.0,120,True
JIRA-0326,Bug,Done,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-08-10 19:32:19+00:00,2025-08-13 21:32:19+00:00,69.0,72,True
JIRA-0327,Bug,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-12-18 02:41:11+00:00,2025-12-18 11:41:11+00:00,9.0,24,True
JIRA-0328,Story,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-09-06 05:32:52+00:00,2025-09-10 21:32:52+00:00,69.0,120,True
JIRA-0329,Task,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-08-21 23:35:51+00:00,2025-08-24 15:35:51+00:00,25.0,120,True
JIRA-0330,Task,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-06-06 02:32:44+00:00,2025-06-08 13:32:44+00:00,22.0,120,True
JIRA-0331,Bug,Done,High,u005,Adyna,adyna@fasttrack.com,2025-10-14 13:00:09+00:00,2025-10-15 07:00:09+00:00,18.0,24,True
JIRA-0332,Story,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-02-21 01:38:00+00:00,2025-02-25 08:38:00+00:00,55.0,120,True
JIRA-0333,Bug,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-11-16 01:46:33+00:00,2025-11-21 09:46:33+00:00,81.0,120,True
JIRA-0334,Story,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-02-27 14:32:10+00:00,2025-02-28 08:32:10+00:00,18.0,24,True
JIRA-0335,Story,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-05-22 08:02:19+00:00,2025-05-24 17:02:19+00:00,40.0,120,True
JIRA-0336,Bug,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-04-29 20:24:54+00:00,2025-04-30 09:24:54+00:00,13.0,24,True
JIRA-0337,Task,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2025-06-25 03:04:14+00:00,2025-06-27 11:04:14+00:00,56.0,72,True
JIRA-0338,Story,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-08-02 04:08:17+00:00,2025-08-02 12:08:17+00:00,0.0,24,True
JIRA-0342,Task,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2025-01-24 12:34:12+00:00,2025-01-27 15:34:12+00:00,27.0,72,True
JIRA-0343,Task,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2026-01-11 02:44:38+00:00,2026-01-14 16:44:38+00:00,64.0,120,True
JIRA-0345,Bug,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-06-08 11:15:52+00:00,2025-06-10 18:15:52+00:00,42.0,72,True
JIRA-0346,Bug,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-09-06 00:29:20+00:00,2025-09-08 08:29:20+00:00,8.0,72,True
JIRA-0347,Task,Done,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-03-24 11:24:43+00:00,2025-03-26 15:24:43+00:00,52.0,72,True
JIRA-0348,Bug,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-07-12 13:32:34+00:00,2025-07-12 21:32:34+00:00,0.0,24,True
JIRA-0349,Task,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-11-21 18:35:47+00:00,2025-11-23 13:35:47+00:00,6.0,72,True
JIRA-0350,Story,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-05-28 10:45:50+00:00,2025-05-31 02:45:50+00:00,62.0,120,True
JIRA-0351,Bug,Done,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-08-28 15:36:41+00:00,2025-08-31 18:36:41+00:00,33.0,72,True
JIRA-0352,Task,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-07-06 23:30:25+00:00,2025-07-08 14:30:25+00:00,38.0,72,True
JIRA-0354,Bug,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-01-07 08:26:16+00:00,2025-01-09 11:26:16+00:00,51.0,120,True
JIRA-0355,Task,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-11-10 05:12:02+00:00,2025-11-12 15:12:02+00:00,58.0,72,True
JIRA-0356,Task,Done,High,u005,Adyna,adyna@fasttrack.com,2025-06-01 04:38:16+00:00,2025-06-01 19:38:16+00:00,0.0,24,True
JIRA-0357,Task,Done,High,u005,Adyna,adyna@fasttrack.com,2025-12-16 19:12:50+00:00,2025-12-17 23:12:50+00:00,28.0,24,False
JIRA-0358,Task,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-04-03 06:47:52+00:00,2025-04-05 14:47:52+00:00,42.0,120,True
JIRA-0359,Bug,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-09-21 09:00:29+00:00,2025-09-24 20:00:29+00:00,68.0,72,True
JIRA-0360,Bug,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-11-08 18:23:51+00:00,2025-11-09 14:23:51+00:00,0.0,24,True
JIRA-0364,Bug,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2026-01-16 11:24:12+00:00,2026-01-20 15:24:12+00:00,52.0,120,True
JIRA-0365,Task,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-03-27 03:10:39+00:00,2025-03-29 20:10:39+00:00,45.0,72,True
JIRA-0366,Story,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-01-21 16:44:20+00:00,2025-01-27 17:44:20+00:00,97.0,120,True
JIRA-0367,Story,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-02-09 21:19:46+00:00,2025-02-15 23:19:46+00:00,120.0,120,True
JIRA-0368,Bug,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-10-23 07:15:41+00:00,2025-10-25 20:15:41+00:00,41.0,120,True
JIRA-0369,Task,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-03-27 08:36:03+00:00,2025-03-30 08:36:03+00:00,40.0,120,True
JIRA-0370,Story,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-11-17 18:08:03+00:00,2025-11-19 08:08:03+00:00,38.0,72,True
JIRA-0371,Bug,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-02-18 09:00:26+00:00,2025-02-20 20:00:26+00:00,59.0,120,True
JIRA-0372,Task,Done,Low,u004,Francinne,francinne@fasttrack.com,2026-01-07 13:28:53+00:00,2026-01-14 03:28:53+00:00,110.0,120,True
JIRA-0373,Story,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-09-23 21:26:17+00:00,2025-09-24 18:26:17+00:00,21.0,24,True
JIRA-0374,Bug,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-07-25 08:04:05+00:00,2025-07-31 11:04:05+00:00,99.0,120,True
JIRA-0375,Story,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-06-24 15:49:31+00:00,2025-06-26 17:49:31+00:00,50.0,72,True
JIRA-0376,Task,Resolved,High,u004,Francinne,francinne@fasttrack.com,2026-01-15 19:40:41+00:00,2026-01-16 09:40:41+00:00,14.0,24,True
JIRA-0377,Story,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-08-01 09:37:04+00:00,2025-08-05 10:37:04+00:00,49.0,120,True
JIRA-0378,Task,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-11-03 10:37:04+00:00,2025-11-08 02:37:04+00:00,110.0,120,True
JIRA-0379,Story,Done,High,u004,Francinne,francinne@fasttrack.com,2025-03-03 09:12:55+00:00,2025-03-04 00:12:55+00:00,0.0,24,True
JIRA-0380,Task,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2025-06-16 05:00:11+00:00,2025-06-17 18:00:11+00:00,37.0,72,True
JIRA-0381,Story,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-04-17 14:57:12+00:00,2025-04-19 17:57:12+00:00,10.0,120,True
JIRA-0382,Story,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-02-09 10:20:10+00:00,2025-02-16 01:20:10+00:00,120.0,120,True
JIRA-0385,Task,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2026-01-05 11:41:02+00:00,2026-01-06 06:41:02+00:00,19.0,24,True
JIRA-0386,Bug,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-02-15 22:52:13+00:00,2025-02-16 21:52:13+00:00,0.0,72,True
JIRA-0387,Bug,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-01-29 23:17:22+00:00,2025-02-01 19:17:22+00:00,49.0,120,True
JIRA-0388,Bug,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-11-05 08:30:54+00:00,2025-11-06 13:30:54+00:00,29.0,24,False
JIRA-0389,Task,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-08-13 20:03:19+00:00,2025-08-15 05:03:19+00:00,33.0,120,True
JIRA-0390,Story,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-09-18 05:38:15+00:00,2025-09-22 05:38:15+00:00,48.0,120,True
JIRA-0391,Task,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-04-15 05:40:05+00:00,2025-04-21 14:40:05+00:00,67.0,120,True
JIRA-0392,Story,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-09-14 20:23:54+00:00,2025-09-15 05:23:54+00:00,5.0,24,True
JIRA-0393,Story,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-01-11 22:32:54+00:00,2025-01-14 05:32:54+00:00,29.0,72,True
JIRA-0394,Story,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-05-17 07:27:44+00:00,2025-05-22 14:27:44+00:00,86.0,120,True
JIRA-0396,Task,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-07-12 15:55:58+00:00,2025-07-13 03:55:58+00:00,0.0,72,True
JIRA-0397,Story,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-07-27 09:08:05+00:00,2025-07-27 23:08:05+00:00,0.0,24,True
JIRA-0398,Bug,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-07-23 03:42:14+00:00,2025-07-27 23:42:14+00:00,69.0,120,True
JIRA-0400,Task,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-08-30 13:02:56+00:00,2025-09-01 19:02:56+00:00,19.0,120,True
JIRA-0401,Task,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-04-14 17:54:09+00:00,2025-04-20 19:54:09+00:00,79.0,120,True
JIRA-0402,Task,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-10-18 04:52:18+00:00,2025-10-23 14:52:18+00:00,86.0,120,True
JIRA-0403,Bug,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-06-19 15:29:15+00:00,2025-06-23 06:29:15+00:00,30.0,120,True
